Record	test1
Application	Generic
Creation date	27/03/2024 14:36:45
Exercises	{
#	Name	Start,sec	Length,sec	Start time
1	Combined	0.000	33.680	14:35:14.97
}

Frequency,Hz	450.000
Count	15156

Time,ms	Marker 1.x,mm	Marker 1.y,mm	Marker 1.z,mm	Marker 2.x,mm	Marker 2.y,mm	Marker 2.z,mm	Marker 3.x,mm	Marker 3.y,mm	Marker 3.z,mm	Marker 4.x,mm	Marker 4.y,mm	Marker 4.z,mm	Biceps,mV	Triceps,mV	Flexor Digitorum,mV
6902	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	716.0	-139.0	25.0
6904	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	128.0	30.0	-17.0
6907	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	-534.0	176.0	-5.0
6909	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	-803.0	180.0	-22.0
6911	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	-663.0	144.0	12.0
6913	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	-376.0	71.0	11.0
6916	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	1.0	2.0	5.0
6918	NaN	NaN	NaN	717.0	-72.9	-371.8	583.1	53.4	-512.0	542.7	-199.6	-636.2	303.0	-103.0	22.0
6920	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	720.0	-182.0	63.0
6922	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	728.0	-136.0	16.0
6924	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	148.0	15.0	12.0
6927	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	-515.0	174.0	-60.0
6929	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	-744.0	180.0	-26.0
6931	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	-590.0	148.0	-13.0
6933	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	-274.0	86.0	25.0
6936	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	84.0	9.0	20.0
6938	716.3	-72.3	-370.8	717.1	-73.4	-371.6	583.2	52.6	-511.8	539.6	-199.1	-639.8	345.0	-80.0	27.0
6940	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	772.0	-188.0	43.0
6942	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	711.0	-155.0	32.0
6944	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	89.0	8.0	0.0
6947	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	-590.0	166.0	-23.0
6949	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	-792.0	201.0	-14.0
6951	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	-623.0	127.0	-3.0
6953	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	-306.0	79.0	9.0
6956	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	71.0	5.0	-5.0
6958	716.5	-73.1	-370.7	717.4	-73.4	-371.5	583.3	51.5	-511.7	536.4	-198.7	-643.2	371.0	-79.0	-7.0
6960	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	835.0	-186.0	63.0
6962	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	786.0	-168.0	34.0
6964	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	154.0	13.0	-42.0
6967	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	-506.0	164.0	-38.0
6969	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	-761.0	184.0	-59.0
6971	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	-649.0	110.0	-2.0
6973	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	-328.0	53.0	-2.0
6976	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	32.0	-9.0	12.0
6978	716.6	-73.6	-370.7	717.6	-73.8	-371.1	583.1	50.9	-512.0	532.7	-197.9	-646.9	347.0	-72.0	28.0
6980	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	845.0	-167.0	30.0
6982	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	919.0	-135.0	70.0
6984	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	308.0	13.0	17.0
6987	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	-409.0	158.0	-22.0
6989	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	-738.0	187.0	-20.0
6991	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	-665.0	140.0	-9.0
6993	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	-345.0	39.0	0.0
6996	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	49.0	-4.0	-12.0
6998	716.5	-73.9	-371.1	717.9	-74.0	-371.1	583.1	49.6	-512.7	529.3	-197.3	-650.5	354.0	-108.0	28.0
7000	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	782.0	-207.0	55.0
7002	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	791.0	-162.0	30.0
7004	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	157.0	-6.0	0.0
7007	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	-515.0	155.0	-40.0
7009	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	-779.0	168.0	-6.0
7011	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	-637.0	140.0	-7.0
7013	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	-331.0	69.0	-2.0
7016	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	72.0	2.0	3.0
7018	NaN	NaN	NaN	718.1	-74.6	-371.0	583.2	48.9	-513.1	525.6	-196.4	-654.5	363.0	-93.0	31.0
7020	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	773.0	-207.0	53.0
7022	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	810.0	-166.0	44.0
7024	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	169.0	-16.0	32.0
7027	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	-565.0	137.0	-15.0
7029	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	-807.0	180.0	-11.0
7031	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	-623.0	171.0	-19.0
7033	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	-291.0	124.0	-19.0
7036	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	93.0	47.0	44.0
7038	NaN	NaN	NaN	718.4	-75.0	-370.7	583.5	48.4	-513.5	522.3	-195.5	-658.1	346.0	-89.0	4.0
7040	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	711.0	-220.0	40.0
7042	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	710.0	-182.0	21.0
7044	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	137.0	-4.0	23.0
7047	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	-536.0	163.0	2.0
7049	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	-769.0	199.0	-67.0
7051	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	-607.0	142.0	1.0
7053	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	-292.0	71.0	-34.0
7056	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	120.0	9.0	-21.0
7058	NaN	NaN	NaN	718.6	-74.7	-370.9	583.8	47.3	-514.1	518.3	-194.5	-662.2	363.0	-87.0	1.0
7060	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	711.0	-212.0	53.0
7062	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	702.0	-169.0	21.0
7064	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	98.0	3.0	-13.0
7067	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	-585.0	157.0	-19.0
7069	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	-832.0	180.0	-52.0
7071	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	-636.0	167.0	-7.0
7073	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	-261.0	84.0	32.0
7076	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	140.0	17.0	24.0
7078	NaN	NaN	NaN	718.7	-75.1	-370.9	584.1	49.4	-513.4	514.2	-194.0	-666.6	451.0	-79.0	16.0
7080	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	828.0	-181.0	23.0
7082	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	749.0	-169.0	22.0
7084	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	82.0	-40.0	-27.0
7087	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	-599.0	136.0	-63.0
7089	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	-893.0	162.0	-15.0
7091	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	-772.0	159.0	-10.0
7093	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	-397.0	102.0	17.0
7096	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	4.0	11.0	-3.0
7098	NaN	NaN	NaN	718.8	-75.2	-371.0	582.1	34.2	-522.2	511.0	-193.1	-670.5	299.0	-71.0	13.0
7100	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	750.0	-191.0	48.0
7102	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	819.0	-132.0	21.0
7104	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	222.0	8.0	3.0
7107	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	-514.0	151.0	-21.0
7109	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	-842.0	184.0	-6.0
7111	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	-688.0	158.0	-41.0
7113	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	-361.0	85.0	17.0
7116	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	0.0	-9.0	-6.0
7118	NaN	NaN	NaN	719.1	-75.4	-370.8	579.9	21.9	-529.8	508.9	-192.5	-673.6	319.0	-109.0	9.0
7120	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	784.0	-197.0	67.0
7122	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	906.0	-161.0	32.0
7124	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	347.0	44.0	-7.0
7127	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	-366.0	184.0	-18.0
7129	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	-774.0	173.0	-33.0
7131	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	-762.0	139.0	-12.0
7133	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	-451.0	58.0	-32.0
7136	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	-49.0	-26.0	-26.0
7138	NaN	NaN	NaN	719.3	-75.3	-371.0	580.0	20.9	-530.2	505.9	-191.5	-677.5	178.0	-127.0	16.0
7140	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	667.0	-206.0	23.0
7142	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	800.0	-179.0	50.0
7144	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	247.0	-2.0	10.0
7147	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	-473.0	159.0	0.0
7149	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	-804.0	196.0	1.0
7151	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	-662.0	164.0	-14.0
7153	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	-350.0	77.0	0.0
7156	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	58.0	6.0	14.0
7158	NaN	NaN	NaN	719.4	-75.6	-371.2	580.2	19.9	-530.7	502.7	-190.6	-681.3	331.0	-96.0	24.0
7160	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	814.0	-197.0	57.0
7162	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	907.0	-174.0	-1.0
7164	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	328.0	1.0	44.0
7167	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	-408.0	149.0	-31.0
7169	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	-780.0	159.0	-25.0
7171	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	-607.0	154.0	-28.0
7173	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	-281.0	68.0	5.0
7176	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	81.0	-23.0	19.0
7178	NaN	NaN	NaN	719.6	-75.9	-371.2	572.5	39.8	-546.3	499.0	-189.4	-685.9	355.0	-90.0	14.0
7180	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	822.0	-216.0	95.0
7182	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	1074.0	-170.0	40.0
7184	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	575.0	-10.0	8.0
7187	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	-162.0	150.0	-26.0
7189	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	-607.0	171.0	-14.0
7191	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	-649.0	123.0	-23.0
7193	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	-476.0	49.0	12.0
7196	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	-181.0	-22.0	3.0
7198	NaN	NaN	NaN	719.8	-76.4	-371.3	575.1	52.4	-538.8	497.2	-188.1	-689.4	142.0	-112.0	4.0
7200	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	660.0	-227.0	90.0
7202	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	811.0	-209.0	39.0
7204	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	253.0	-34.0	13.0
7207	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	-428.0	150.0	-22.0
7209	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	-728.0	173.0	-27.0
7211	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	-649.0	111.0	-10.0
7213	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	-389.0	36.0	3.0
7216	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	6.0	-30.0	-26.0
7218	NaN	NaN	NaN	719.8	-76.9	-371.8	576.8	61.7	-533.0	494.0	-187.1	-694.0	332.0	-114.0	32.0
7220	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	823.0	-215.0	48.0
7222	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	959.0	-174.0	43.0
7224	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	366.0	-44.0	1.0
7227	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	-408.0	103.0	-25.0
7229	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	-763.0	144.0	-24.0
7231	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	-610.0	118.0	-58.0
7233	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	-279.0	66.0	9.0
7236	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	84.0	-6.0	19.0
7238	NaN	NaN	NaN	719.9	-77.2	-372.1	576.0	60.0	-534.3	491.1	-186.4	-698.1	275.0	-110.0	49.0
7240	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	718.0	-232.0	62.0
7242	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	909.0	-192.0	44.0
7244	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	332.0	-21.0	-6.0
7247	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	-382.0	144.0	-21.0
7249	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	-771.0	136.0	-24.0
7251	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	-728.0	106.0	-19.0
7253	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	-347.0	61.0	-41.0
7256	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	105.0	-11.0	37.0
7258	NaN	NaN	NaN	720.1	-77.4	-372.1	575.9	61.1	-533.9	488.9	-184.8	-701.6	424.0	-103.0	29.0
7260	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	833.0	-219.0	56.0
7262	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	941.0	-199.0	32.0
7264	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	274.0	-66.0	2.0
7267	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	-523.0	105.0	-17.0
7269	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	-823.0	159.0	-60.0
7271	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	-669.0	139.0	7.0
7273	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	-329.0	67.0	-5.0
7276	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	43.0	-35.0	13.0
7278	NaN	NaN	NaN	720.3	-77.8	-372.3	573.7	46.2	-542.3	486.1	-184.1	-706.0	335.0	-100.0	24.0
7280	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	750.0	-230.0	67.0
7282	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	903.0	-222.0	-25.0
7284	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	310.0	-63.0	23.0
7287	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	-438.0	104.0	-19.0
7289	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	-793.0	151.0	-39.0
7291	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	-703.0	156.0	33.0
7293	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	-424.0	66.0	28.0
7296	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	0.0	22.0	8.0
7298	719.2	-77.7	-372.4	720.4	-78.1	-372.5	571.6	34.5	-549.4	483.7	-182.9	-710.0	323.0	-82.0	10.0
7300	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	800.0	-172.0	64.0
7302	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	910.0	-184.0	58.0
7304	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	280.0	-62.0	-1.0
7307	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	-425.0	121.0	-57.0
7309	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	-796.0	152.0	-44.0
7311	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	-687.0	145.0	-24.0
7313	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	-378.0	98.0	-40.0
7316	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	-26.0	16.0	-17.0
7318	NaN	NaN	NaN	720.5	-78.5	-372.8	571.9	33.2	-549.9	481.8	-181.2	-713.7	224.0	-104.0	4.0
7320	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	651.0	-221.0	54.0
7322	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	902.0	-179.0	40.0
7324	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	359.0	-44.0	-15.0
7327	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	-422.0	113.0	-43.0
7329	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	-805.0	176.0	-17.0
7331	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	-702.0	138.0	-37.0
7333	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	-440.0	38.0	-5.0
7336	719.2	-78.7	-373.5	720.5	-79.0	-373.3	572.0	32.0	-550.6	490.1	-179.7	-710.5	-55.0	1.0	10.0
